Date,Channel,Product,Unit,Revenue
Apr-24,Pharmacies,BIODERMA SEBIU.H2O REINIG.LOT. 500ML,300,"€ 5,565"
Apr-24,Pharmacies,BIODERMA SEB.HYDRA CREME 40ML,"1,033","€ 18,725"
Apr-24,Pharmacies,BIODERMA SENSI.LI. CRE.BERUHIG. 40ML,0,€ 0
Apr-24,Pharmacies,BIODERMA SENSIBIO REINIG.MILCH 250ML,95,"€ 1,657"
Apr-24,Pharmacies,BIODERMA SENSIBIO GEL AUGENPFL 15ML,666,"€ 12,654"
Apr-24,Pharmacies,BIODERMA SENSI.MA. MASK.BERUHIG 75ML,180,"€ 3,770"
Apr-24,Pharmacies,BIODERMA HYDRABIO FEUCHT.MASKE 75ML,34,€ 754
Apr-24,Pharmacies,BIODERMA HYDRABIO SERUM FEUCHT 40ML,372,"€ 10,206"
Apr-24,Pharmacies,BIODERMA ATODER.PP BALSAM 200ML,128,"€ 2,413"
Apr-24,Pharmacies,BIODERMA ATODERM HANDCREME 50ML,681,"€ 3,912"
Apr-24,Pharmacies,BIODERMA ATODERM STI.LIPP.PFL 4G,7,€ 39
Apr-24,Pharmacies,BIODERMA SEBIUM REI.G.MOUSS. 7142-- 200ML,478,"€ 7,617"
Apr-24,Pharmacies,BIODERMA SEB.PO.RE CREME 30ML,288,"€ 5,841"
Apr-24,Pharmacies,BIODERMA PH.AKN M. SONNEN FLUID 30LF 40ML,0,€ 0
Apr-24,Pharmacies,BIODERMA PHOTO.AR CR.GETOE.50+ 50LF 30ML,0,€ 0
Apr-24,Pharmacies,BIODERMA NODE FL. SHAMPOO 200ML,45,€ 581
Apr-24,Pharmacies,BIODERMA PHO.AUTO. SP.SELBSTBR. 150ML,0,€ 0
Apr-24,Pharmacies,BIODERMA HYDRABIO H2O 4IN1 MIZ 250ML,223,"€ 2,887"
Apr-24,Pharmacies,BIODERMA HYDRABIO GES.WASS.TON 200ML,274,"€ 4,592"
Apr-24,Pharmacies,BIODERMA SENSI.H2O MIZELL.WASS. 100ML,"1,648","€ 12,352"
Apr-24,Pharmacies,BIODERMA SEBIU.H2O REINIG.LOT. 100ML,220,"€ 1,774"
Apr-24,Pharmacies,BIODERMA SENSI.H2O MIZ.WA.PUMP 500ML,342,"€ 7,267"
Apr-24,Pharmacies,BIODERMA SEBIU.H2O LOTION PUMP 500ML,44,€ 960
Apr-24,Pharmacies,BIODERMA SEBIUM CREME GLOBAL 30ML,235,"€ 4,443"
Apr-24,Pharmacies,BIODERMA CICABIO CREM.ARNIKA+ 40ML,166,"€ 2,079"
Apr-24,Pharmacies,BIODERMA ATODERM DUSCHGEL 500ML,421,"€ 5,570"
Apr-24,Pharmacies,BIODERMA SE.H2O AR LOESUNG 250ML,"1,241","€ 17,615"
Apr-24,Pharmacies,BIODERMA ATODERM LIPP.BAL.BAU 15ML,368,"€ 3,666"
Apr-24,Pharmacies,BIODERMA SEBIUM REI.G.MOUSS. 500ML,342,"€ 6,971"
Apr-24,Pharmacies,BIODERMA ATODE.INT BALS.NEUROD. 75ML,389,"€ 4,383"
Apr-24,Pharmacies,BIODERMA ATODE.INT BALS.NEUROD. 200ML,574,"€ 11,965"
Apr-24,Pharmacies,BIODERMA CICABIO WUND.CR.50+ 50LF 30ML,203,"€ 3,112"
Apr-24,Pharmacies,BIODERMA ATODE.INT BALS.NEUROD. 500ML,541,"€ 16,680"
Apr-24,Pharmacies,BIODERMA ATODE.INT GEL MOUSSANT 200ML,67,€ 806
Apr-24,Pharmacies,BIODERMA HYDRABIO PERFECTEUR 30LF 40ML,193,"€ 4,626"
Apr-24,Pharmacies,BIODERMA HYDRABIO H2O 4IN1 MIZ 100ML,246,"€ 1,880"
Apr-24,Pharmacies,BIODERMA HYDRABIO H2O 4IN1 MIZ 500ML,192,"€ 3,514"
Apr-24,Pharmacies,BIODERMA PHOTO.MAX AQU.FL.U.50+ 50LF 40ML,0,€ 0
Apr-24,Pharmacies,BIODERMA PHOTO.MAX AQU.FL.H.50+ 50LF 40ML,0,€ 0
Apr-24,Pharmacies,BIODERMA CICABIO WUNDPFLE.SAL 40ML,193,"€ 2,414"
Apr-24,Pharmacies,BIODERMA SENSIBIO REINIG.GEL 200ML,"1,136","€ 18,116"
Apr-24,Pharmacies,BIODERMA HYDRABIO CREME POT 50ML,277,"€ 6,767"
Apr-24,Pharmacies,BIODERMA HYDRABIO GEL CREME 40ML,264,"€ 5,940"
Apr-24,Pharmacies,BIODERMA SEBIU.MAT FL.MATT.CONT 30ML,187,"€ 3,398"
Apr-24,Pharmacies,BIODERMA PHOTOD.M CR.A.PIG.50+ 50LF 40ML,0,€ 0
Apr-24,Pharmacies,BIODERMA ATODERM HUILE D DOU. 200ML,406,"€ 5,200"
Apr-24,Pharmacies,BIODERMA ATODERM DUSCHGEL 1000ML,13,€ 235
Apr-24,Pharmacies,BIODERMA ATODERM HUILE D DOU. 1000ML,12,€ 281
Apr-24,Pharmacies,BIODERMA SEBI.SENS CREME 30ML,335,"€ 6,418"
Apr-24,Pharmacies,BIODERMA ATODE.SOS SPRAY 50ML,0,€ 0
Apr-24,Pharmacies,BIODERMA ATODE.SOS SPRAY 8977-- 200ML,5,€ 130
Apr-24,Pharmacies,BIODERMA HYDRABIO H20 MIZ.PUMP 500ML,43,€ 920
Apr-24,Pharmacies,BIODERMA SENSIBIO REINIG.GEL 500ML,555,"€ 11,618"
Apr-24,Pharmacies,BIODERMA SEBIUM CR.NI.PEEL 40ML,47,"€ 1,110"
Apr-24,Pharmacies,BIODERMA PHOTO.SP. G.CR.AGE 50+ 50LF 8559--,17,€ 380
Apr-24,Pharmacies,BIODERMA SENSI.H2O REIN.LOE.JUB 500ML,0,€ 0
Apr-24,Pharmacies,BIODERMA ATODE.INT GEL CREME 75ML,126,"€ 1,341"
Apr-24,Pharmacies,BIODERMA ATODE.INT GEL CREME 200ML,93,"€ 1,932"
Apr-24,Pharmacies,BIODERMA SEBIUM REI.G.MOUSS. 100ML,179,"€ 1,514"
Apr-24,Pharmacies,BIODERMA HYDRABIO H2O MIZ.REIN 2 500ML,308,"€ 7,618"
Apr-24,Pharmacies,BIODERMA SEBIU.H2O REINIG.LOT. 2 500ML,310,"€ 7,747"
Apr-24,Pharmacies,BIODERMA SENSI.H2O REINIG.LOT. 2 500ML,"2,071","€ 51,893"
Apr-24,Pharmacies,BIODERMA SENSIBIO REINIG.GEL 100ML,558,"€ 4,634"
Apr-24,Pharmacies,BIODERMA SEBIUM REI.G.MOUSS. 200ML,118,"€ 1,739"
Apr-24,Pharmacies,BIODERM.BIPH.LIP.A DESINF.HAEND 100ML,0,€ 0
Apr-24,Pharmacies,BIODERMA PHOTO.MAX S.SP.50+2885 50LF 200ML,0,€ 0
Apr-24,Pharmacies,BIODERMA ATODE.INT GEL CREME 500ML,68,"€ 2,081"
Apr-24,Pharmacies,BIODERMA SEBIUM REI.G.M.AKT. 200ML,201,"€ 3,623"
Apr-24,Pharmacies,BIODERMA XMAS HYD CRE 2021--,0,€ 0
Apr-24,Pharmacies,BIODERMA XMAS SEN EYE 2021--,0,€ 0
Apr-24,Pharmacies,BIODERMA ATODE.INT AUGENCREME 100ML,342,"€ 8,799"
Apr-24,Pharmacies,BIODERMA PHOTO.SET AQUA-SET,83,"€ 1,802"
Apr-24,Pharmacies,BIODERMA PH.APR.S. CREME 200ML,97,"€ 1,774"
Apr-24,Pharmacies,BIODERMA PHOTODERM AQU.FL.H.50+ 50LF 40ML,13,€ 284
Apr-24,Pharmacies,BIODERMA PHOTODERM AQU.FL.U.50+ 50LF 40ML,14,€ 272
Apr-24,Pharmacies,BIODERMA PHOTODERM AQ.FL.PO.CR. 9865-- 30ML,17,€ 172
Apr-24,Pharmacies,BIODERMA PHO.AUTO. SPRAY 150ML,33,€ 600
Apr-24,Pharmacies,BIODERMA PHOTO.KID SONN.CRE.50+ 50LF 100ML,18,€ 348
Apr-24,Pharmacies,BIODERMA PHOTODERM CR.UNGET.50+ 50LF 40ML,275,"€ 5,894"
Apr-24,Pharmacies,BIODERMA PHOTODERM CR.HELL 50+ 50LF 40ML,135,"€ 2,930"
Apr-24,Pharmacies,BIODERMA PHOTODERM SPRAY 50+ 50LF 200ML,125,"€ 3,079"
Apr-24,Pharmacies,BIODERMA PH.AKN M. CREME 30-- 40ML,152,"€ 3,693"
Apr-24,Pharmacies,BIODERMA PHOTO.AR CREME 50+ 50LF 30ML,554,"€ 13,145"
Apr-24,Pharmacies,BIODERMA PHOTO.SP. G.CR.AGE 50+ 50LF 9983--,220,"€ 5,191"
Apr-24,Pharmacies,BIODERMA PHOTODERM SP.MINER 50+ 50LF 75G,90,"€ 1,996"
Apr-24,Pharmacies,BIODERMA PHOTODERM SPRAY 50+ 50LF 400ML,11,€ 348
Apr-24,Pharmacies,BIODERMA SENSIB.AR SET 5963--,0,€ 0
Apr-24,Pharmacies,BIODERMA SENSI.H2O SET,4,€ 50
Apr-24,Pharmacies,BIODERMA HYDRABIO H2O-SET,9,€ 108
Apr-24,Pharmacies,BIODERMA SEBIU.H2O SET,4,€ 33
Apr-24,Pharmacies,BIODERMA SENSIB.AR CREME BB NEU 30LF 40ML,600,"€ 15,322"
Apr-24,Pharmacies,BIODERMA SENS.DEF. TUBE 40ML,545,"€ 11,240"
Apr-24,Pharmacies,BIODERMA SEN.DEF.R TUBE 40ML,462,"€ 9,644"
Apr-24,Pharmacies,BIODERMA ATODERM DUSCHGEL 100ML,78,€ 455
Apr-24,Pharmacies,BIODERMA ATODERM HUILE D DOU. 100ML,57,€ 460
Apr-24,Pharmacies,BIODERMA NODE DS+ SHAMPOO NEU 125ML,152,"€ 2,797"
Apr-24,Pharmacies,BIODERMA ATODERM SET,10,€ 181
Apr-24,Pharmacies,BIODERMA ATODERM DUSCHGEL NEU 1000ML,121,"€ 2,256"
Apr-24,Pharmacies,BIODERMA ATODERM HUIL.DOU.NEU 1000ML,193,"€ 4,863"
Apr-24,Pharmacies,BIODERMA HYDRABIO GEL-CREM.SET,0,€ 0
Apr-24,Pharmacies,BIODERMA SENSI.H2O REIN.LOE.EYE 125ML,265,"€ 4,479"
Apr-24,Pharmacies,BIODERMA SEB.KERA+ CREME GEL 30ML,215,"€ 4,306"
Apr-24,Pharmacies,BIODERMA XMAS SEN EYE 22--,12,€ 276
Apr-24,Pharmacies,BIODERMA XMAS SEN DEFEN 22--,2,€ 19
Apr-24,Pharmacies,BIODERMA XMAS HYD SERUM 22--,0,€ 0
Apr-24,Pharmacies,BIODERMA ATODERM LIPPENSTICK 4G,884,"€ 5,513"
Apr-24,Pharmacies,BIODERMA ATODERM CREME ULTRA 500ML,575,"€ 12,414"
Apr-24,Pharmacies,BIODERMA ATODERM CREME ULTRA 200ML,324,"€ 4,140"
Apr-24,Pharmacies,BIODERMA PHOTODERM SPR.FAMI.50+ 50LF 300ML,0,€ 0
Apr-24,Pharmacies,BIODERMA PHOTODERM AQUAFLUIDE 50LF 40ML,377,"€ 8,353"
Apr-24,Pharmacies,BIODERMA PHOTO.PED SPRAY 50+ 50LF KDR 200ML,84,"€ 2,411"
Apr-24,Pharmacies,BIODERMA PHOTODERM AQUAFLU.HELL 40ML,83,"€ 1,745"
Apr-24,Pharmacies,BIODERMA SENS.DEF. SERUM 30ML,331,"€ 12,080"
Apr-24,Pharmacies,BIODERMA ATODERM SET INT.BAUM 2023--,16,€ 303
Apr-24,Pharmacies,BIODERMA SEBIUM SERUM 30ML,139,"€ 5,082"
Apr-24,Pharmacies,BIODERMA HYDRABIO SERUM HYALU. 30ML,211,"€ 7,698"
Apr-24,Pharmacies,BIODERMA PHOTO.LEB SONNENCREME 30LF 100ML,42,"€ 1,041"
Apr-24,Pharmacies,BIODERMA PHOTODERM EAU SOLAIRE 30LF 200ML,48,"€ 1,245"
Apr-24,Pharmacies,BIODERMA PHOTODERM SPRAY 50+ 50LF 300ML,33,"€ 1,049"
Apr-24,Pharmacies,BIODERMA SENSI.H2O REI.LOT.PUMP 850ML,11,€ 197
Apr-24,Pharmacies,BIODERMA CICABIO CREME+ 40ML,154,"€ 1,937"
Apr-24,Pharmacies,BIODERMA CICABIO CREME+ 50+ 50LF 40ML,77,"€ 1,188"
Apr-24,Pharmacies,BIODERM.PIGMENTBIO SERUM VIT.C 15ML,0,€ 0
Apr-24,Pharmacies,BIODERM.PIGMENTBIO TAGESPFL.50+ 50LF 40ML,0,€ 0
Apr-24,Pharmacies,BIODERM.PIGMENTBIO REINIGUNG 200ML,0,€ 0
Apr-24,Pharmacies,BIODERM.PIGMENTBIO H2O MIZ.REIN 250ML,0,€ 0
Apr-24,Pharmacies,BIODERM.PIGMENTBIO CR.NACHTPFL. 50ML,0,€ 0
Apr-24,Pharmacies,BIODERMA SENSIBIO CL.MICE.OIL 150ML,43,€ 918
Apr-24,Pharmacies,BIODERMA SEBIU.AKN SET,0,€ 0
Apr-24,Pharmacies,BIODERMA SEB.HYDRA BALM CLEANS. 200ML,0,€ 0
Apr-24,Pharmacies,BIODERMA ATODERM HUILE D DOU. 500ML,0,€ 0
Apr-24,Pharmacies,BIODERMA ATODERM CR.ULTR.PUMP 200ML,0,€ 0
Apr-24,Pharmacies,BIODERM.PIGMENTBIO CR.SENS.AREA 75ML,0,€ 0
Apr-24,Pharmacies,BIODERM.PIGMENTBIO H2O MIZ.REIN 2 250ML,0,€ 0
Apr-24,Pharmacies,BIODERMA SENSI.AR+ BI-SERUM 30ML,0,€ 0
Apr-24,Pharmacies,BIODERMA SENSI.AR+ CREME 40ML,0,€ 0
Apr-24,Pharmacies,BIODERMA PHOT.XDEF CR.UNGET.50+ 50LF 40ML,0,€ 0
Apr-24,Pharmacies,BIODERMA PHOT.XDEF CR.S.HE.50+ 50LF 40ML,0,€ 0
Apr-24,Pharmacies,BIODERMA PHOT.XDEF CR.HELL 50+ 50LF 40ML,0,€ 0
Apr-24,Pharmacies,BIODERMA SENSI.H2O MIZELL.WASS. 30-- 500ML,0,€ 0
Apr-24,Pharmacies,BIODERMA SENSI.AR+ SPRAY SOS 70ML,0,€ 0
Apr-24,Retailer,BIODERMA SENSI.H2O MIZELL.WASS. MILD 250ML,210,"€ 2,399"
Apr-24,Retailer,BIODERMA SEBIU.H2O REINIG.LOT. 250ML,54,€ 580
Apr-24,Retailer,BIODERMA SEBIUM PEELING GEL 100ML,126,"€ 1,733"
Apr-24,Retailer,BIODERMA SENSI.DS+ CREME 470-- 40ML,215,"€ 3,527"
Apr-24,Retailer,BIODERMA SENSI.RI. CREME RICH 40ML,5,€ 191
Apr-24,Retailer,BIODERMA SENSIB.AR CREME 40ML,637,"€ 12,648"
Apr-24,Retailer,BIODERMA NODE K SHAMP.SCHUPP 150ML,96,"€ 1,278"
Apr-24,Retailer,BIODERMA CICABIO WUNDPFLE.CRE 40ML,148,"€ 1,573"
Apr-24,Retailer,BIODERMA SENSI.H2O MIZELL.WASS. 500ML,"1,525","€ 22,090"
Apr-24,Retailer,BIODERMA SEBIU.H2O REINIG.LOT. 500ML,89,"€ 1,408"
Apr-24,Retailer,BIODERMA SEB.HYDRA CREME 40ML,496,"€ 7,514"
Apr-24,Retailer,BIODERMA SENSIBIO REINIG.MILCH 250ML,75,"€ 1,156"
Apr-24,Retailer,BIODERMA SENSIBIO GEL AUGENPFL 15ML,636,"€ 9,364"
Apr-24,Retailer,BIODERMA SENSI.MA. MASK.BERUHIG 75ML,119,"€ 2,102"
Apr-24,Retailer,BIODERMA HYDRABIO FEUCHT.MASKE 75ML,43,€ 863
Apr-24,Retailer,BIODERMA HYDRABIO SERUM FEUCHT 40ML,555,"€ 12,181"
Apr-24,Retailer,BIODERMA ATODER.PP BALSAM 200ML,45,€ 711
Apr-24,Retailer,BIODERMA ATODERM HANDCREME 50ML,290,"€ 1,703"
Apr-24,Retailer,BIODERMA SEBIUM REI.G.MOUSS. 7142-- 200ML,96,"€ 1,396"
Apr-24,Retailer,BIODERMA SEB.PO.RE CREME 30ML,196,"€ 3,161"
Apr-24,Retailer,BIODERMA NODE FL. SHAMPOO 200ML,46,€ 439
Apr-24,Retailer,BIODERMA HYDRABIO H2O 4IN1 MIZ 250ML,27,€ 319
Apr-24,Retailer,BIODERMA HYDRABIO GES.WASS.TON 200ML,418,"€ 5,357"
Apr-24,Retailer,BIODERMA SENSI.H2O MIZELL.WASS. 100ML,316,"€ 2,050"
Apr-24,Retailer,BIODERMA SEBIU.H2O REINIG.LOT. 100ML,21,€ 141
Apr-24,Retailer,BIODERMA SENSI.H2O MIZ.WA.PUMP 500ML,139,"€ 2,476"
Apr-24,Retailer,BIODERMA SEBIU.H2O LOTION PUMP 500ML,5,€ 97
Apr-24,Retailer,BIODERMA SEBIUM CREME GLOBAL 30ML,140,"€ 2,182"
Apr-24,Retailer,BIODERMA CICABIO CREM.ARNIKA+ 40ML,61,€ 599
Apr-24,Retailer,BIODERMA ATODERM DUSCHGEL 500ML,187,"€ 2,103"
Apr-24,Retailer,BIODERMA SE.H2O AR LOESUNG 250ML,794,"€ 8,832"
Apr-24,Retailer,BIODERMA ATODERM LIPP.BAL.BAU 15ML,120,"€ 1,033"
Apr-24,Retailer,BIODERMA SEBIUM REI.G.MOUSS. 500ML,367,"€ 6,193"
Apr-24,Retailer,BIODERMA ATODE.INT BALS.NEUROD. 75ML,168,"€ 1,639"
Apr-24,Retailer,BIODERMA ATODE.INT BALS.NEUROD. 200ML,154,"€ 2,717"
Apr-24,Retailer,BIODERMA CICABIO WUND.CR.50+ 50LF 30ML,139,"€ 1,734"
Apr-24,Retailer,BIODERMA ATODE.INT BALS.NEUROD. 500ML,249,"€ 6,459"
Apr-24,Retailer,BIODERMA ATODE.INT GEL MOUSSANT 200ML,48,€ 470
Apr-24,Retailer,BIODERMA HYDRABIO PERFECTEUR 30LF 40ML,332,"€ 6,438"
Apr-24,Retailer,BIODERMA HYDRABIO H2O 4IN1 MIZ 100ML,5,€ 36
Apr-24,Retailer,BIODERMA HYDRABIO H2O 4IN1 MIZ 500ML,70,"€ 1,047"
Apr-24,Retailer,BIODERMA CICABIO WUNDPFLE.SAL 40ML,18,€ 196
Apr-24,Retailer,BIODERMA SENSIBIO REINIG.GEL 200ML,327,"€ 4,327"
Apr-24,Retailer,BIODERMA HYDRABIO CREME POT 50ML,295,"€ 5,582"
Apr-24,Retailer,BIODERMA HYDRABIO GEL CREME 40ML,272,"€ 4,856"
Apr-24,Retailer,BIODERMA SEBIU.MAT FL.MATT.CONT 30ML,102,"€ 1,465"
Apr-24,Retailer,BIODERMA ATODERM HUILE D DOU. 200ML,21,€ 254
Apr-24,Retailer,BIODERMA SEBI.SENS CREME 30ML,67,"€ 1,134"
Apr-24,Retailer,BIODERMA HYDRABIO H20 MIZ.PUMP 500ML,0,€ 0
Apr-24,Retailer,BIODERMA SENSIBIO REINIG.GEL 500ML,319,"€ 5,777"
Apr-24,Retailer,BIODERMA SEBIUM CR.NI.PEEL 40ML,17,€ 406
Apr-24,Retailer,BIODERMA ATODE.INT GEL CREME 75ML,63,€ 679
Apr-24,Retailer,BIODERMA ATODE.INT GEL CREME 200ML,16,€ 288
Apr-24,Retailer,BIODERMA SEBIUM REI.G.MOUSS. 100ML,86,€ 671
Apr-24,Retailer,BIODERMA HYDRABIO H2O MIZ.REIN 2 500ML,191,"€ 3,982"
Apr-24,Retailer,BIODERMA SEBIU.H2O REINIG.LOT. 2 500ML,242,"€ 4,821"
Apr-24,Retailer,BIODERMA SENSI.H2O REINIG.LOT. 2 500ML,"2,023","€ 40,162"
Apr-24,Retailer,BIODERMA SENSIBIO REINIG.GEL 100ML,167,"€ 1,303"
Apr-24,Retailer,BIODERMA SEBIUM REI.G.MOUSS. 200ML,31,€ 376
Apr-24,Retailer,BIODERMA PHOTO.MAX S.SP.50+2885 50LF 200ML,0,€ 0
Apr-24,Retailer,BIODERMA ATODE.INT GEL CREME 500ML,151,"€ 3,633"
Apr-24,Retailer,BIODERMA SEBIUM REI.G.M.AKT. 200ML,108,"€ 1,450"
Apr-24,Retailer,BIODERMA ATODE.INT AUGENCREME 100ML,111,"€ 2,366"
Apr-24,Retailer,BIODERMA PHOTO.SET AQUA-SET,0,€ 0
Apr-24,Retailer,BIODERMA PH.APR.S. CREME 200ML,19,€ 274
Apr-24,Retailer,BIODERMA PHOTODERM AQU.FL.H.50+ 50LF 40ML,0,€ 0
Apr-24,Retailer,BIODERMA PHOTODERM AQ.FL.PO.CR. 9865-- 30ML,0,€ 0
Apr-24,Retailer,BIODERMA PHO.AUTO. SPRAY 150ML,41,€ 576
Apr-24,Retailer,BIODERMA PHOTODERM CR.UNGET.50+ 50LF 40ML,40,€ 709
Apr-24,Retailer,BIODERMA PHOTODERM CR.HELL 50+ 50LF 40ML,66,"€ 1,162"
Apr-24,Retailer,BIODERMA PHOTODERM SPRAY 50+ 50LF 200ML,72,"€ 1,445"
Apr-24,Retailer,BIODERMA PH.AKN M. CREME 30-- 40ML,93,"€ 1,770"
Apr-24,Retailer,BIODERMA PHOTO.AR CREME 50+ 50LF 30ML,412,"€ 7,782"
Apr-24,Retailer,BIODERMA PHOTO.SP. G.CR.AGE 50+ 50LF 9983--,117,"€ 2,093"
Apr-24,Retailer,BIODERMA PHOTODERM SP.MINER 50+ 50LF 75G,36,€ 665
Apr-24,Retailer,BIODERMA SENSIB.AR CREME BB NEU 30LF 40ML,395,"€ 7,803"
Apr-24,Retailer,BIODERMA SENS.DEF. TUBE 40ML,340,"€ 5,443"
Apr-24,Retailer,BIODERMA SEN.DEF.R TUBE 40ML,208,"€ 3,157"
Apr-24,Retailer,BIODERMA ATODERM DUSCHGEL 100ML,18,€ 100
Apr-24,Retailer,BIODERMA ATODERM HUILE D DOU. 100ML,47,€ 339
Apr-24,Retailer,BIODERMA NODE DS+ SHAMPOO NEU 125ML,108,"€ 1,647"
Apr-24,Retailer,BIODERMA ATODERM DUSCHGEL NEU 1000ML,163,"€ 2,565"
Apr-24,Retailer,BIODERMA ATODERM HUIL.DOU.NEU 1000ML,231,"€ 4,861"
Apr-24,Retailer,BIODERMA SENSI.H2O REIN.LOE.EYE 125ML,121,"€ 1,577"
Apr-24,Retailer,BIODERMA SEB.KERA+ CREME GEL 30ML,120,"€ 1,969"
Apr-24,Retailer,BIODERMA ATODERM LIPPENSTICK 4G,152,€ 803
Apr-24,Retailer,BIODERMA ATODERM CREME ULTRA 500ML,410,"€ 7,172"
Apr-24,Retailer,BIODERMA ATODERM CREME ULTRA 200ML,123,"€ 1,477"
Apr-24,Retailer,BIODERMA PHOTODERM AQUAFLUIDE 50LF 40ML,135,"€ 2,485"
Apr-24,Retailer,BIODERMA PHOTO.PED SPRAY 50+ 50LF KDR 200ML,57,"€ 1,352"
Apr-24,Retailer,BIODERMA PHOTODERM AQUAFLU.HELL 40ML,77,"€ 1,376"
Apr-24,Retailer,BIODERMA SENS.DEF. SERUM 30ML,131,"€ 3,877"
Apr-24,Retailer,BIODERMA SEBIUM SERUM 30ML,99,"€ 2,714"
Apr-24,Retailer,BIODERMA HYDRABIO SERUM HYALU. 30ML,122,"€ 3,334"
Apr-24,Retailer,BIODERMA PHOTO.LEB SONNENCREME 30LF 100ML,0,€ 0
Apr-24,Retailer,BIODERMA PHOTODERM EAU SOLAIRE 30LF 200ML,0,€ 0
Apr-24,Retailer,BIODERMA PHOTODERM SPRAY 50+ 50LF 300ML,0,€ 0
Apr-24,Retailer,BIODERMA SENSI.H2O REI.LOT.PUMP 850ML,0,€ 0
Apr-24,Retailer,BIODERMA CICABIO CREME+ 40ML,0,€ 0
Apr-24,Retailer,BIODERMA CICABIO CREME+ 50+ 50LF 40ML,0,€ 0
Apr-24,Retailer,BIODERM.PIGMENTBIO SERUM VIT.C 15ML,0,€ 0
Apr-24,Retailer,BIODERM.PIGMENTBIO TAGESPFL.50+ 50LF 40ML,0,€ 0
Apr-24,Retailer,BIODERM.PIGMENTBIO REINIGUNG 200ML,0,€ 0
Apr-24,Retailer,BIODERM.PIGMENTBIO H2O MIZ.REIN 250ML,0,€ 0
Apr-24,Retailer,BIODERM.PIGMENTBIO CR.NACHTPFL. 50ML,0,€ 0
Apr-24,Retailer,BIODERMA SENSIBIO CL.MICE.OIL 150ML,0,€ 0
Apr-24,Retailer,BIODERMA SEBIU.AKN SET,0,€ 0
Apr-24,Retailer,BIODERMA SEB.HYDRA BALM CLEANS. 200ML,0,€ 0
Apr-24,Retailer,BIODERMA ATODERM HUILE D DOU. 500ML,0,€ 0
Apr-24,Retailer,BIODERMA ATODERM CR.ULTR.PUMP 200ML,0,€ 0
Apr-24,Retailer,BIODERM.PIGMENTBIO CR.SENS.AREA 75ML,0,€ 0
Apr-24,Retailer,BIODERM.PIGMENTBIO H2O MIZ.REIN 2 250ML,0,€ 0
Apr-24,Retailer,BIODERMA SENSI.AR+ BI-SERUM 30ML,0,€ 0
Apr-24,Retailer,BIODERMA SENSI.AR+ CREME 40ML,0,€ 0
Apr-24,Retailer,BIODERMA PHOT.XDEF CR.UNGET.50+ 50LF 40ML,0,€ 0
Apr-24,Retailer,BIODERMA PHOT.XDEF CR.S.HE.50+ 50LF 40ML,0,€ 0
Apr-24,Retailer,BIODERMA PHOT.XDEF CR.HELL 50+ 50LF 40ML,0,€ 0
Apr-24,Retailer,BIODERMA SENSI.AR+ SPRAY SOS 70ML,0,€ 0
May-24,Pharmacies,BIODERMA ATODERM CR.N/TR.PUMP 500ML,7,€ 128
May-24,Pharmacies,BIODERMA ATODERM CR.N/TR.TUBE 200ML,0,€ 0
May-24,Pharmacies,BIODERMA ATODERM CR.TROCKEN 200ML,0,€ 0
May-24,Pharmacies,BIODERMA ATODERM CR.TROCKEN 500ML,0,€ 0
May-24,Pharmacies,BIODERMA ATODERM HANDCREME 2018-- 50ML,0,€ 0
May-24,Pharmacies,BIODERMA ATODERM KOERPERMILCH 200ML,0,€ 0
May-24,Pharmacies,BIODERMA HYDRABIO REINIG.MILCH 250ML,0,€ 0
May-24,Pharmacies,BIODERMA PHO.BRONZ TRO.SPR.V2 30LF 200ML,0,€ 0
May-24,Pharmacies,BIODERMA PHO.BRONZ TROCK.SPRAY 30LF 200ML,0,€ 0
May-24,Pharmacies,BIODERMA PHOTERPES LIPPENST.50+ 50LF 4G,1,€ 7
May-24,Pharmacies,BIODERMA PHOTO.MAX SONN.SPR.50+ 50LF 150ML,0,€ 0
May-24,Pharmacies,BIODERMA PHOTO.SKI CREM&STI.50+ 50LF 20ML,0,€ 0
May-24,Pharmacies,BIODERMA PHOTODERM AQ.FL.PO.CR. 3199-- 30ML,0,€ 0
May-24,Pharmacies,BIODERMA SENSI.H2O MIZELL.WASS. MILD 250ML,"1,646","€ 21,499"
May-24,Pharmacies,BIODERMA SEBIU.H2O REINIG.LOT. 250ML,295,"€ 3,814"
May-24,Pharmacies,BIODERMA SEBIUM PEELING GEL 100ML,110,"€ 1,806"
May-24,Pharmacies,BIODERMA SENSI.DS+ CREME 470-- 40ML,210,"€ 4,388"
May-24,Pharmacies,BIODERMA SENSI.RI. CREME RICH 40ML,2,€ 51
May-24,Pharmacies,BIODERMA SENSIB.AR CREME 40ML,992,"€ 24,040"
May-24,Pharmacies,BIODERMA NODE K SHAMP.SCHUPP 150ML,67,"€ 1,214"
May-24,Pharmacies,BIODERMA CICABIO WUNDPFLE.CRE 40ML,501,"€ 6,264"
May-24,Pharmacies,BIODERMA PHOTO.MAX CR.UNGET.50+ 50LF 40ML,0,€ 0
May-24,Pharmacies,BIODERMA SENSI.H2O MIZELL.WASS. 500ML,"2,374","€ 42,615"
May-24,Pharmacies,BIODERMA SEBIU.H2O REINIG.LOT. 500ML,349,"€ 6,308"
May-24,Pharmacies,BIODERMA SEB.HYDRA CREME 40ML,921,"€ 16,671"
