Date,Channel,Product,Unit,Revenue
Mar-25,Retailer,BIODERMA HYDRABIO H20 MIZ.PUMP 500ML,11,€ 175
Mar-25,Retailer,BIODERMA SENSIBIO REINIG.GEL 500ML,564,"€ 10,154"
Mar-25,Retailer,BIODERMA SEBIUM CR.NI.PEEL 40ML,39,€ 849
Mar-25,Retailer,BIODERMA ATODE.INT GEL CREME 75ML,60,€ 575
Mar-25,Retailer,BIODERMA ATODE.INT GEL CREME 200ML,39,€ 710
Mar-25,Retailer,BIODERMA SEBIUM REI.G.MOUSS. 100ML,79,€ 677
Mar-25,Retailer,BIODERMA HYDRABIO H2O MIZ.REIN 2 500ML,362,"€ 7,151"
Mar-25,Retailer,BIODERMA SEBIU.H2O REINIG.LOT. 2 500ML,11,€ 228
Mar-25,Retailer,BIODERMA SENSI.H2O REINIG.LOT. 2 500ML,"3,819","€ 76,148"
Mar-25,Retailer,BIODERMA SENSIBIO REINIG.GEL 100ML,196,"€ 1,540"
Mar-25,Retailer,BIODERMA SEBIUM REI.G.MOUSS. 200ML,31,€ 384
Mar-25,Retailer,BIODERMA PHOTO.MAX S.SP.50+2885 50LF 200ML,0,€ 0
Mar-25,Retailer,BIODERMA ATODE.INT GEL CREME 500ML,58,"€ 1,482"
Mar-25,Retailer,BIODERMA SEBIUM REI.G.M.AKT. 200ML,37,€ 504
Mar-25,Retailer,BIODERMA ATODE.INT AUGENCREME 100ML,169,"€ 3,627"
Mar-25,Retailer,BIODERMA PHOTO.SET AQUA-SET,0,€ 0
Mar-25,Retailer,BIODERMA PH.APR.S. CREME 200ML,5,€ 83
Mar-25,Retailer,BIODERMA PHOTODERM AQU.FL.H.50+ 50LF 40ML,4,€ 115
Mar-25,Retailer,BIODERMA PHOTODERM AQ.FL.PO.CR. 9865-- 30ML,0,€ 0
Mar-25,Retailer,BIODERMA PHO.AUTO. SPRAY 150ML,91,"€ 1,350"
Mar-25,Retailer,BIODERMA PHOTODERM CR.UNGET.50+ 50LF 40ML,58,"€ 1,064"
Mar-25,Retailer,BIODERMA PHOTODERM CR.HELL 50+ 50LF 40ML,38,€ 674
Mar-25,Retailer,BIODERMA PHOTODERM SPRAY 50+ 50LF 200ML,18,€ 336
Mar-25,Retailer,BIODERMA PH.AKN M. CREME 30-- 40ML,109,"€ 2,060"
Mar-25,Retailer,BIODERMA PHOTO.AR CREME 50+ 50LF 30ML,370,"€ 7,098"
Mar-25,Retailer,BIODERMA PHOTO.SP. G.CR.AGE 50+ 50LF 9983--,74,"€ 1,410"
Mar-25,Retailer,BIODERMA PHOTODERM SP.MINER 50+ 50LF 75G,59,"€ 1,159"
Mar-25,Retailer,BIODERMA SENSIB.AR CREME BB NEU 30LF 40ML,438,"€ 9,272"
Mar-25,Retailer,BIODERMA SENS.DEF. TUBE 40ML,344,"€ 5,763"
Mar-25,Retailer,BIODERMA SEN.DEF.R TUBE 40ML,238,"€ 3,972"
Mar-25,Retailer,BIODERMA ATODERM DUSCHGEL 100ML,23,€ 133
Mar-25,Retailer,BIODERMA ATODERM HUILE D DOU. 100ML,19,€ 136
Mar-25,Retailer,BIODERMA NODE DS+ SHAMPOO NEU 125ML,54,€ 826
Mar-25,Retailer,BIODERMA ATODERM DUSCHGEL NEU 1000ML,171,"€ 2,740"
Mar-25,Retailer,BIODERMA ATODERM HUIL.DOU.NEU 1000ML,211,"€ 4,494"
Mar-25,Retailer,BIODERMA SENSI.H2O REIN.LOE.EYE 125ML,110,"€ 1,624"
Mar-25,Retailer,BIODERMA SEB.KERA+ CREME GEL 30ML,33,€ 618
Mar-25,Retailer,BIODERMA ATODERM LIPPENSTICK 4G,163,€ 874
Mar-25,Retailer,BIODERMA ATODERM CREME ULTRA 500ML,327,"€ 6,530"
Mar-25,Retailer,BIODERMA ATODERM CREME ULTRA 200ML,18,€ 197
Mar-25,Retailer,BIODERMA PHOTODERM AQUAFLUIDE 50LF 40ML,220,"€ 4,124"
Mar-25,Retailer,BIODERMA PHOTO.PED SPRAY 50+ 50LF KDR 200ML,28,€ 642
Mar-25,Retailer,BIODERMA PHOTODERM AQUAFLU.HELL 40ML,42,€ 750
Mar-25,Retailer,BIODERMA SENS.DEF. SERUM 30ML,70,"€ 2,114"
Mar-25,Retailer,BIODERMA SEBIUM SERUM 30ML,36,"€ 1,082"
Mar-25,Retailer,BIODERMA HYDRABIO SERUM HYALU. 30ML,90,"€ 2,718"
Mar-25,Retailer,BIODERMA PHOTO.LEB SONNENCREME 30LF 100ML,0,€ 0
Mar-25,Retailer,BIODERMA PHOTODERM EAU SOLAIRE 30LF 200ML,2,€ 39
Mar-25,Retailer,BIODERMA PHOTODERM SPRAY 50+ 50LF 300ML,4,€ 98
Mar-25,Retailer,BIODERMA SENSI.H2O REI.LOT.PUMP 850ML,67,"€ 1,184"
Mar-25,Retailer,BIODERMA CICABIO CREME+ 40ML,245,"€ 2,707"
Mar-25,Retailer,BIODERMA CICABIO CREME+ 50+ 50LF 40ML,114,"€ 1,360"
Mar-25,Retailer,BIODERM.PIGMENTBIO SERUM VIT.C 15ML,4,€ 120
Mar-25,Retailer,BIODERM.PIGMENTBIO TAGESPFL.50+ 50LF 40ML,49,"€ 1,093"
Mar-25,Retailer,BIODERM.PIGMENTBIO REINIGUNG 200ML,36,€ 564
Mar-25,Retailer,BIODERM.PIGMENTBIO H2O MIZ.REIN 250ML,0,€ 0
Mar-25,Retailer,BIODERM.PIGMENTBIO CR.NACHTPFL. 50ML,44,"€ 1,104"
Mar-25,Retailer,BIODERMA SENSIBIO CL.MICE.OIL 150ML,35,€ 644
Mar-25,Retailer,BIODERMA SEBIU.AKN SET,4,€ 89
Mar-25,Retailer,BIODERMA SEB.HYDRA BALM CLEANS. 200ML,18,€ 223
Mar-25,Retailer,BIODERMA ATODERM HUILE D DOU. 500ML,22,€ 285
Mar-25,Retailer,BIODERMA ATODERM CR.ULTR.PUMP 200ML,92,"€ 1,074"
Mar-25,Retailer,BIODERM.PIGMENTBIO CR.SENS.AREA 75ML,76,"€ 1,537"
Mar-25,Retailer,BIODERM.PIGMENTBIO H2O MIZ.REIN 2 250ML,0,€ 0
Mar-25,Retailer,BIODERMA SENSI.AR+ BI-SERUM 30ML,18,€ 581
Mar-25,Retailer,BIODERMA SENSI.AR+ CREME 40ML,645,"€ 13,155"
Mar-25,Retailer,BIODERMA PHOT.XDEF CR.UNGET.50+ 50LF 40ML,0,€ 0
Mar-25,Retailer,BIODERMA PHOT.XDEF CR.S.HE.50+ 50LF 40ML,0,€ 0
Mar-25,Retailer,BIODERMA PHOT.XDEF CR.HELL 50+ 50LF 40ML,0,€ 0
Mar-25,Retailer,BIODERMA SENSI.AR+ SPRAY SOS 70ML,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODERM CR.N/TR.PUMP 500ML,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODERM CR.N/TR.TUBE 200ML,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODERM CR.TROCKEN 200ML,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODERM CR.TROCKEN 500ML,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODERM HANDCREME 2018-- 50ML,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODERM KOERPERMILCH 200ML,0,€ 0
Apr-25,Pharmacies,BIODERMA HYDRABIO REINIG.MILCH 250ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHO.BRONZ TRO.SPR.V2 30LF 200ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHO.BRONZ TROCK.SPRAY 30LF 200ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHOTERPES LIPPENST.50+ 50LF 4G,0,€ 0
Apr-25,Pharmacies,BIODERMA PHOTO.MAX SONN.SPR.50+ 50LF 150ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHOTO.SKI CREM&STI.50+ 50LF 20ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHOTODERM AQ.FL.PO.CR. 3199-- 30ML,0,€ 0
Apr-25,Pharmacies,BIODERMA SENSI.H2O MIZELL.WASS. MILD 250ML,"1,647","€ 22,311"
Apr-25,Pharmacies,BIODERMA SEBIU.H2O REINIG.LOT. 250ML,273,"€ 3,696"
Apr-25,Pharmacies,BIODERMA SEBIUM PEELING GEL 100ML,128,"€ 2,141"
Apr-25,Pharmacies,BIODERMA SENSI.DS+ CREME 470-- 40ML,233,"€ 4,979"
Apr-25,Pharmacies,BIODERMA SENSI.RI. CREME RICH 40ML,0,€ 0
Apr-25,Pharmacies,BIODERMA SENSIB.AR CREME 40ML,198,"€ 4,931"
Apr-25,Pharmacies,BIODERMA NODE K SHAMP.SCHUPP 150ML,67,"€ 1,240"
Apr-25,Pharmacies,BIODERMA CICABIO WUNDPFLE.CRE 40ML,158,"€ 2,116"
Apr-25,Pharmacies,BIODERMA PHOTO.MAX CR.UNGET.50+ 50LF 40ML,0,€ 0
Apr-25,Pharmacies,BIODERMA SENSI.H2O MIZELL.WASS. 500ML,"2,325","€ 44,192"
Apr-25,Pharmacies,BIODERMA SEBIU.H2O REINIG.LOT. 500ML,379,"€ 7,091"
Apr-25,Pharmacies,BIODERMA SEB.HYDRA CREME 40ML,"1,004","€ 20,275"
Apr-25,Pharmacies,BIODERMA SENSI.LI. CRE.BERUHIG. 40ML,0,€ 0
Apr-25,Pharmacies,BIODERMA SENSIBIO REINIG.MILCH 250ML,136,"€ 2,412"
Apr-25,Pharmacies,BIODERMA SENSIBIO GEL AUGENPFL 15ML,642,"€ 13,453"
Apr-25,Pharmacies,BIODERMA SENSI.MA. MASK.BERUHIG 75ML,212,"€ 4,653"
Apr-25,Pharmacies,BIODERMA HYDRABIO FEUCHT.MASKE 75ML,6,€ 130
Apr-25,Pharmacies,BIODERMA HYDRABIO SERUM FEUCHT 40ML,393,"€ 10,961"
Apr-25,Pharmacies,BIODERMA ATODER.PP BALSAM 200ML,109,"€ 1,977"
Apr-25,Pharmacies,BIODERMA ATODERM HANDCREME 50ML,783,"€ 4,499"
Apr-25,Pharmacies,BIODERMA ATODERM STI.LIPP.PFL 4G,0,€ 0
Apr-25,Pharmacies,BIODERMA SEBIUM REI.G.MOUSS. 7142-- 200ML,428,"€ 6,946"
Apr-25,Pharmacies,BIODERMA SEB.PO.RE CREME 30ML,266,"€ 5,535"
Apr-25,Pharmacies,BIODERMA PH.AKN M. SONNEN FLUID 30LF 40ML,9,€ 221
Apr-25,Pharmacies,BIODERMA PHOTO.AR CR.GETOE.50+ 50LF 30ML,0,€ 0
Apr-25,Pharmacies,BIODERMA NODE FL. SHAMPOO 200ML,44,€ 528
Apr-25,Pharmacies,BIODERMA PHO.AUTO. SP.SELBSTBR. 150ML,13,€ 252
Apr-25,Pharmacies,BIODERMA HYDRABIO H2O 4IN1 MIZ 250ML,184,"€ 2,503"
Apr-25,Pharmacies,BIODERMA HYDRABIO GES.WASS.TON 200ML,185,"€ 3,214"
Apr-25,Pharmacies,BIODERMA SENSI.H2O MIZELL.WASS. 100ML,"1,953","€ 15,361"
Apr-25,Pharmacies,BIODERMA SEBIU.H2O REINIG.LOT. 100ML,255,"€ 2,043"
Apr-25,Pharmacies,BIODERMA SENSI.H2O MIZ.WA.PUMP 500ML,354,"€ 7,797"
Apr-25,Pharmacies,BIODERMA SEBIU.H2O LOTION PUMP 500ML,59,"€ 1,294"
Apr-25,Pharmacies,BIODERMA SEBIUM CREME GLOBAL 30ML,176,"€ 3,537"
Apr-25,Pharmacies,BIODERMA CICABIO CREM.ARNIKA+ 40ML,189,"€ 2,471"
Apr-25,Pharmacies,BIODERMA ATODERM DUSCHGEL 500ML,442,"€ 6,077"
Apr-25,Pharmacies,BIODERMA SE.H2O AR LOESUNG 250ML,"1,383","€ 19,775"
Apr-25,Pharmacies,BIODERMA ATODERM LIPP.BAL.BAU 15ML,388,"€ 4,079"
Apr-25,Pharmacies,BIODERMA SEBIUM REI.G.MOUSS. 500ML,370,"€ 7,816"
Apr-25,Pharmacies,BIODERMA ATODE.INT BALS.NEUROD. 75ML,337,"€ 3,873"
Apr-25,Pharmacies,BIODERMA ATODE.INT BALS.NEUROD. 200ML,577,"€ 12,356"
Apr-25,Pharmacies,BIODERMA CICABIO WUND.CR.50+ 50LF 30ML,26,€ 400
Apr-25,Pharmacies,BIODERMA ATODE.INT BALS.NEUROD. 500ML,422,"€ 13,414"
Apr-25,Pharmacies,BIODERMA ATODE.INT GEL MOUSSANT 200ML,68,€ 843
Apr-25,Pharmacies,BIODERMA HYDRABIO PERFECTEUR 30LF 40ML,268,"€ 6,975"
Apr-25,Pharmacies,BIODERMA HYDRABIO H2O 4IN1 MIZ 100ML,289,"€ 2,279"
Apr-25,Pharmacies,BIODERMA HYDRABIO H2O 4IN1 MIZ 500ML,187,"€ 3,505"
Apr-25,Pharmacies,BIODERMA PHOTO.MAX AQU.FL.U.50+ 50LF 40ML,31,€ 700
Apr-25,Pharmacies,BIODERMA PHOTO.MAX AQU.FL.H.50+ 50LF 40ML,13,€ 300
Apr-25,Pharmacies,BIODERMA CICABIO WUNDPFLE.SAL 40ML,49,€ 599
Apr-25,Pharmacies,BIODERMA SENSIBIO REINIG.GEL 200ML,"1,269","€ 20,923"
Apr-25,Pharmacies,BIODERMA HYDRABIO CREME POT 50ML,314,"€ 7,840"
Apr-25,Pharmacies,BIODERMA HYDRABIO GEL CREME 40ML,306,"€ 7,373"
Apr-25,Pharmacies,BIODERMA SEBIU.MAT FL.MATT.CONT 30ML,193,"€ 3,660"
Apr-25,Pharmacies,BIODERMA PHOTOD.M CR.A.PIG.50+ 50LF 40ML,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODERM HUILE D DOU. 200ML,197,"€ 2,538"
Apr-25,Pharmacies,BIODERMA ATODERM DUSCHGEL 1000ML,2,€ 48
Apr-25,Pharmacies,BIODERMA ATODERM HUILE D DOU. 1000ML,10,€ 266
Apr-25,Pharmacies,BIODERMA SEBI.SENS CREME 30ML,360,"€ 7,202"
Apr-25,Pharmacies,BIODERMA ATODE.SOS SPRAY 50ML,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODE.SOS SPRAY 8977-- 200ML,3,€ 80
Apr-25,Pharmacies,BIODERMA HYDRABIO H20 MIZ.PUMP 500ML,36,€ 790
Apr-25,Pharmacies,BIODERMA SENSIBIO REINIG.GEL 500ML,668,"€ 14,154"
Apr-25,Pharmacies,BIODERMA SEBIUM CR.NI.PEEL 40ML,43,"€ 1,089"
Apr-25,Pharmacies,BIODERMA PHOTO.SP. G.CR.AGE 50+ 50LF 8559--,0,€ 0
Apr-25,Pharmacies,BIODERMA SENSI.H2O REIN.LOE.JUB 500ML,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODE.INT GEL CREME 75ML,135,"€ 1,535"
Apr-25,Pharmacies,BIODERMA ATODE.INT GEL CREME 200ML,93,"€ 1,976"
Apr-25,Pharmacies,BIODERMA SEBIUM REI.G.MOUSS. 100ML,185,"€ 1,643"
Apr-25,Pharmacies,BIODERMA HYDRABIO H2O MIZ.REIN 2 500ML,358,"€ 9,078"
Apr-25,Pharmacies,BIODERMA SEBIU.H2O REINIG.LOT. 2 500ML,226,"€ 5,841"
Apr-25,Pharmacies,BIODERMA SENSI.H2O REINIG.LOT. 2 500ML,"1,850","€ 47,964"
Apr-25,Pharmacies,BIODERMA SENSIBIO REINIG.GEL 100ML,506,"€ 4,364"
Apr-25,Pharmacies,BIODERMA SEBIUM REI.G.MOUSS. 200ML,65,"€ 1,009"
Apr-25,Pharmacies,BIODERM.BIPH.LIP.A DESINF.HAEND 100ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHOTO.MAX S.SP.50+2885 50LF 200ML,13,€ 365
Apr-25,Pharmacies,BIODERMA ATODE.INT GEL CREME 500ML,80,"€ 2,505"
Apr-25,Pharmacies,BIODERMA SEBIUM REI.G.M.AKT. 200ML,184,"€ 3,354"
Apr-25,Pharmacies,BIODERMA XMAS HYD CRE 2021--,0,€ 0
Apr-25,Pharmacies,BIODERMA XMAS SEN EYE 2021--,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODE.INT AUGENCREME 100ML,316,"€ 8,270"
Apr-25,Pharmacies,BIODERMA PHOTO.SET AQUA-SET,18,€ 369
Apr-25,Pharmacies,BIODERMA PH.APR.S. CREME 200ML,97,"€ 1,733"
Apr-25,Pharmacies,BIODERMA PHOTODERM AQU.FL.H.50+ 50LF 40ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHOTODERM AQU.FL.U.50+ 50LF 40ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHOTODERM AQ.FL.PO.CR. 9865-- 30ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHO.AUTO. SPRAY 150ML,73,"€ 1,350"
Apr-25,Pharmacies,BIODERMA PHOTO.KID SONN.CRE.50+ 50LF 100ML,0,€ 0
Apr-25,Pharmacies,BIODERMA PHOTODERM CR.UNGET.50+ 50LF 40ML,302,"€ 6,667"
Apr-25,Pharmacies,BIODERMA PHOTODERM CR.HELL 50+ 50LF 40ML,119,"€ 2,666"
Apr-25,Pharmacies,BIODERMA PHOTODERM SPRAY 50+ 50LF 200ML,150,"€ 3,401"
Apr-25,Pharmacies,BIODERMA PH.AKN M. CREME 30-- 40ML,122,"€ 2,963"
Apr-25,Pharmacies,BIODERMA PHOTO.AR CREME 50+ 50LF 30ML,606,"€ 14,360"
Apr-25,Pharmacies,BIODERMA PHOTO.SP. G.CR.AGE 50+ 50LF 9983--,220,"€ 5,359"
Apr-25,Pharmacies,BIODERMA PHOTODERM SP.MINER 50+ 50LF 75G,176,"€ 4,102"
Apr-25,Pharmacies,BIODERMA PHOTODERM SPRAY 50+ 50LF 400ML,0,€ 0
Apr-25,Pharmacies,BIODERMA SENSIB.AR SET 5963--,0,€ 0
Apr-25,Pharmacies,BIODERMA SENSI.H2O SET,7,€ 73
Apr-25,Pharmacies,BIODERMA HYDRABIO H2O-SET,0,€ 0
Apr-25,Pharmacies,BIODERMA SEBIU.H2O SET,4,€ 48
Apr-25,Pharmacies,BIODERMA SENSIB.AR CREME BB NEU 30LF 40ML,626,"€ 16,691"
Apr-25,Pharmacies,BIODERMA SENS.DEF. TUBE 40ML,554,"€ 12,366"
Apr-25,Pharmacies,BIODERMA SEN.DEF.R TUBE 40ML,572,"€ 12,523"
Apr-25,Pharmacies,BIODERMA ATODERM DUSCHGEL 100ML,86,€ 560
Apr-25,Pharmacies,BIODERMA ATODERM HUILE D DOU. 100ML,96,€ 773
Apr-25,Pharmacies,BIODERMA NODE DS+ SHAMPOO NEU 125ML,174,"€ 3,290"
Apr-25,Pharmacies,BIODERMA ATODERM SET,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODERM DUSCHGEL NEU 1000ML,125,"€ 2,406"
Apr-25,Pharmacies,BIODERMA ATODERM HUIL.DOU.NEU 1000ML,237,"€ 6,137"
Apr-25,Pharmacies,BIODERMA HYDRABIO GEL-CREM.SET,0,€ 0
Apr-25,Pharmacies,BIODERMA SENSI.H2O REIN.LOE.EYE 125ML,218,"€ 3,982"
Apr-25,Pharmacies,BIODERMA SEB.KERA+ CREME GEL 30ML,162,"€ 3,318"
Apr-25,Pharmacies,BIODERMA XMAS SEN EYE 22--,0,€ 0
Apr-25,Pharmacies,BIODERMA XMAS SEN DEFEN 22--,0,€ 0
Apr-25,Pharmacies,BIODERMA XMAS HYD SERUM 22--,0,€ 0
Apr-25,Pharmacies,BIODERMA ATODERM LIPPENSTICK 4G,806,"€ 5,174"
Apr-25,Pharmacies,BIODERMA ATODERM CREME ULTRA 500ML,495,"€ 11,896"
Apr-25,Pharmacies,BIODERMA ATODERM CREME ULTRA 200ML,76,€ 992
Apr-25,Pharmacies,BIODERMA PHOTODERM SPR.FAMI.50+ 50LF 300ML,22,€ 661
Apr-25,Pharmacies,BIODERMA PHOTODERM AQUAFLUIDE 50LF 40ML,504,"€ 11,496"
Apr-25,Pharmacies,BIODERMA PHOTO.PED SPRAY 50+ 50LF KDR 200ML,88,"€ 2,506"
Apr-25,Pharmacies,BIODERMA PHOTODERM AQUAFLU.HELL 40ML,104,"€ 2,394"
Apr-25,Pharmacies,BIODERMA SENS.DEF. SERUM 30ML,400,"€ 14,760"
Apr-25,Pharmacies,BIODERMA ATODERM SET INT.BAUM 2023--,2,€ 40
Apr-25,Pharmacies,BIODERMA SEBIUM SERUM 30ML,136,"€ 5,116"
Apr-25,Pharmacies,BIODERMA HYDRABIO SERUM HYALU. 30ML,214,"€ 7,969"
Apr-25,Pharmacies,BIODERMA PHOTO.LEB SONNENCREME 30LF 100ML,23,€ 582
Apr-25,Pharmacies,BIODERMA PHOTODERM EAU SOLAIRE 30LF 200ML,48,"€ 1,304"
Apr-25,Pharmacies,BIODERMA PHOTODERM SPRAY 50+ 50LF 300ML,32,€ 920
Apr-25,Pharmacies,BIODERMA SENSI.H2O REI.LOT.PUMP 850ML,37,€ 941
Apr-25,Pharmacies,BIODERMA CICABIO CREME+ 40ML,463,"€ 6,434"
Apr-25,Pharmacies,BIODERMA CICABIO CREME+ 50+ 50LF 40ML,351,"€ 5,514"
Apr-25,Pharmacies,BIODERM.PIGMENTBIO SERUM VIT.C 15ML,128,"€ 4,892"
Apr-25,Pharmacies,BIODERM.PIGMENTBIO TAGESPFL.50+ 50LF 40ML,217,"€ 6,272"
Apr-25,Pharmacies,BIODERM.PIGMENTBIO REINIGUNG 200ML,193,"€ 3,925"
Apr-25,Pharmacies,BIODERM.PIGMENTBIO H2O MIZ.REIN 250ML,123,"€ 1,780"
Apr-25,Pharmacies,BIODERM.PIGMENTBIO CR.NACHTPFL. 50ML,101,"€ 3,346"
Apr-25,Pharmacies,BIODERMA SENSIBIO CL.MICE.OIL 150ML,204,"€ 4,400"
Apr-25,Pharmacies,BIODERMA SEBIU.AKN SET,53,"€ 1,098"
Apr-25,Pharmacies,BIODERMA SEB.HYDRA BALM CLEANS. 200ML,86,"€ 1,548"
Apr-25,Pharmacies,BIODERMA ATODERM HUILE D DOU. 500ML,110,"€ 2,062"
Apr-25,Pharmacies,BIODERMA ATODERM CR.ULTR.PUMP 200ML,290,"€ 4,502"
Apr-25,Pharmacies,BIODERM.PIGMENTBIO CR.SENS.AREA 75ML,271,"€ 7,845"
Apr-25,Pharmacies,BIODERM.PIGMENTBIO H2O MIZ.REIN 2 250ML,26,€ 481
Apr-25,Pharmacies,BIODERMA SENSI.AR+ BI-SERUM 30ML,140,"€ 5,429"
Apr-25,Pharmacies,BIODERMA SENSI.AR+ CREME 40ML,895,"€ 23,160"
Apr-25,Pharmacies,BIODERMA PHOT.XDEF CR.UNGET.50+ 50LF 40ML,204,"€ 4,803"
Apr-25,Pharmacies,BIODERMA PHOT.XDEF CR.S.HE.50+ 50LF 40ML,41,€ 999
Apr-25,Pharmacies,BIODERMA PHOT.XDEF CR.HELL 50+ 50LF 40ML,100,"€ 2,470"
Apr-25,Pharmacies,BIODERMA SENSI.H2O MIZELL.WASS. 30-- 500ML,498,"€ 9,734"
Apr-25,Pharmacies,BIODERMA SENSI.AR+ SPRAY SOS 70ML,2,€ 17
Apr-25,Retailer,BIODERMA SENSI.H2O MIZELL.WASS. MILD 250ML,200,"€ 2,402"
Apr-25,Retailer,BIODERMA SEBIU.H2O REINIG.LOT. 250ML,28,€ 319
Apr-25,Retailer,BIODERMA SEBIUM PEELING GEL 100ML,40,€ 566
Apr-25,Retailer,BIODERMA SENSI.DS+ CREME 470-- 40ML,258,"€ 4,175"
Apr-25,Retailer,BIODERMA SENSI.RI. CREME RICH 40ML,0,€ 0
Apr-25,Retailer,BIODERMA SENSIB.AR CREME 40ML,0,€ 0
Apr-25,Retailer,BIODERMA NODE K SHAMP.SCHUPP 150ML,98,"€ 1,680"
Apr-25,Retailer,BIODERMA CICABIO WUNDPFLE.CRE 40ML,0,€ 0
Apr-25,Retailer,BIODERMA SENSI.H2O MIZELL.WASS. 500ML,"1,116","€ 17,536"
Apr-25,Retailer,BIODERMA SEBIU.H2O REINIG.LOT. 500ML,106,"€ 1,609"
Apr-25,Retailer,BIODERMA SEB.HYDRA CREME 40ML,471,"€ 7,652"
Apr-25,Retailer,BIODERMA SENSIBIO REINIG.MILCH 250ML,76,"€ 1,098"
Apr-25,Retailer,BIODERMA SENSIBIO GEL AUGENPFL 15ML,589,"€ 9,756"
Apr-25,Retailer,BIODERMA SENSI.MA. MASK.BERUHIG 75ML,120,"€ 2,042"
Apr-25,Retailer,BIODERMA HYDRABIO FEUCHT.MASKE 75ML,0,€ 0
Apr-25,Retailer,BIODERMA HYDRABIO SERUM FEUCHT 40ML,172,"€ 3,979"
Apr-25,Retailer,BIODERMA ATODER.PP BALSAM 200ML,55,€ 859
Apr-25,Retailer,BIODERMA ATODERM HANDCREME 50ML,228,"€ 1,456"
Apr-25,Retailer,BIODERMA SEBIUM REI.G.MOUSS. 7142-- 200ML,45,€ 604
Apr-25,Retailer,BIODERMA SEB.PO.RE CREME 30ML,248,"€ 4,376"
Apr-25,Retailer,BIODERMA NODE FL. SHAMPOO 200ML,45,€ 473
Apr-25,Retailer,BIODERMA HYDRABIO H2O 4IN1 MIZ 250ML,22,€ 243
Apr-25,Retailer,BIODERMA HYDRABIO GES.WASS.TON 200ML,185,"€ 2,741"
Apr-25,Retailer,BIODERMA SENSI.H2O MIZELL.WASS. 100ML,378,"€ 2,631"
Apr-25,Retailer,BIODERMA SEBIU.H2O REINIG.LOT. 100ML,27,€ 200
Apr-25,Retailer,BIODERMA SENSI.H2O MIZ.WA.PUMP 500ML,158,"€ 3,154"
Apr-25,Retailer,BIODERMA SEBIU.H2O LOTION PUMP 500ML,11,€ 191
Apr-25,Retailer,BIODERMA SEBIUM CREME GLOBAL 30ML,127,"€ 1,934"
Apr-25,Retailer,BIODERMA CICABIO CREM.ARNIKA+ 40ML,47,€ 507
Apr-25,Retailer,BIODERMA ATODERM DUSCHGEL 500ML,76,€ 874
Apr-25,Retailer,BIODERMA SE.H2O AR LOESUNG 250ML,784,"€ 8,871"
Apr-25,Retailer,BIODERMA ATODERM LIPP.BAL.BAU 15ML,123,"€ 1,002"
Apr-25,Retailer,BIODERMA SEBIUM REI.G.MOUSS. 500ML,275,"€ 4,964"
Apr-25,Retailer,BIODERMA ATODE.INT BALS.NEUROD. 75ML,109,"€ 1,088"
Apr-25,Retailer,BIODERMA ATODE.INT BALS.NEUROD. 200ML,106,"€ 1,978"
Apr-25,Retailer,BIODERMA CICABIO WUND.CR.50+ 50LF 30ML,0,€ 0
Apr-25,Retailer,BIODERMA ATODE.INT BALS.NEUROD. 500ML,221,"€ 5,894"
Apr-25,Retailer,BIODERMA ATODE.INT GEL MOUSSANT 200ML,17,€ 181
Apr-25,Retailer,BIODERMA HYDRABIO PERFECTEUR 30LF 40ML,103,"€ 2,197"
Apr-25,Retailer,BIODERMA HYDRABIO H2O 4IN1 MIZ 100ML,53,€ 369
Apr-25,Retailer,BIODERMA HYDRABIO H2O 4IN1 MIZ 500ML,50,€ 823
Apr-25,Retailer,BIODERMA CICABIO WUNDPFLE.SAL 40ML,0,€ 0
Apr-25,Retailer,BIODERMA SENSIBIO REINIG.GEL 200ML,298,"€ 4,391"
Apr-25,Retailer,BIODERMA HYDRABIO CREME POT 50ML,137,"€ 2,722"
Apr-25,Retailer,BIODERMA HYDRABIO GEL CREME 40ML,190,"€ 3,483"
Apr-25,Retailer,BIODERMA SEBIU.MAT FL.MATT.CONT 30ML,115,"€ 1,677"
Apr-25,Retailer,BIODERMA ATODERM HUILE D DOU. 200ML,22,€ 250
Apr-25,Retailer,BIODERMA SEBI.SENS CREME 30ML,103,"€ 1,834"
Apr-25,Retailer,BIODERMA HYDRABIO H20 MIZ.PUMP 500ML,0,€ 0
