Channel Group,Source,Domain,Date,Funnel,Campaign,Result type,Cost,Results,Result Rate,Cost per Result,Impressions,Clicks,CTR,Reach,Views,ThruPlays,Engagements,Engagement Rate,CPC,CPM,View Rate,CPV,CPE
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 5,"3,752",100.00%,€ 0.00,"3,752",0,0.00%,"3,752","4,475",13,138,3.70%, € -   ,€ 1.36,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_darkpost_photoderm_x-defense_awareness,ThruPlay,€ 36,721,32.00%,€ 0.05,"2,255",0,0.00%,"2,099","4,222",721,894,39.60%, € -   ,€ 15.79,17.10%,€ 0.01,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_x-defense_awareness,ThruPlay,€ 239,"5,703",11.60%,€ 0.04,"48,994",0,0.00%,"46,537","61,156","5,703","23,031",47.00%, € -   ,€ 4.88,9.30%,€ 0.00,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_x-defense_awareness,ThruPlay,€ 236,"6,800",15.90%,€ 0.03,"42,837",2,0.00%,"39,751","57,690","6,800","22,298",52.10%,€ 117.77,€ 5.50,11.80%,€ 0.00,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_darkpost_photoderm_x-defense_awareness,ThruPlay,€ 36,795,54.70%,€ 0.05,"1,454",0,0.00%,"1,428","2,763",795,893,61.40%, € -   ,€ 24.86,28.80%,€ 0.01,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 16,"12,047",92.30%,€ 0.00,"13,059",11,0.10%,"12,047","15,952",41,217,1.70%,€ 1.48,€ 1.24,0.30%,€ 0.00,€ 0.07
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 5,"3,739",98.10%,€ 0.00,"3,810",0,0.00%,"3,739","4,663",20,146,3.80%, € -   ,€ 1.27,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_x-defense_awareness,ThruPlay,€ 246,"7,366",16.10%,€ 0.03,"45,893",1,0.00%,"44,875","61,640","7,366","23,996",52.30%,€ 245.84,€ 5.36,12.00%,€ 0.00,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_darkpost_photoderm_x-defense_awareness,ThruPlay,€ 37,844,51.10%,€ 0.04,"1,653",0,0.00%,"1,595","3,155",844,948,57.40%, € -   ,€ 22.44,26.80%,€ 0.01,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 18,"13,322",86.50%,€ 0.00,"15,409",7,0.00%,"13,322","19,854",50,240,1.60%,€ 2.60,€ 1.18,0.30%,€ 0.00,€ 0.08
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 6,"4,667",100.00%,€ 0.00,"4,667",0,0.00%,"4,667","5,876",20,167,3.60%, € -   ,€ 1.20,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 20,"14,478",90.20%,€ 0.00,"16,057",9,0.10%,"14,478","20,885",51,278,1.70%,€ 2.21,€ 1.24,0.20%,€ 0.00,€ 0.07
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 6,"4,930",100.00%,€ 0.00,"4,930",0,0.00%,"4,930","6,111",28,210,4.30%, € -   ,€ 1.24,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_darkpost_photoderm_x-defense_awareness,ThruPlay,€ 41,911,57.30%,€ 0.04,"1,590",0,0.00%,"1,557","3,046",911,"1,009",63.50%, € -   ,€ 25.64,29.90%,€ 0.01,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_x-defense_awareness,ThruPlay,€ 269,"7,811",17.10%,€ 0.03,"45,582",1,0.00%,"43,152","64,238","7,811","24,121",52.90%,€ 269.22,€ 5.91,12.20%,€ 0.00,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_x-defense_awareness,ThruPlay,€ 261,"7,984",17.10%,€ 0.03,"46,700",1,0.00%,"44,010","67,043","7,984","24,461",52.40%,€ 260.85,€ 5.59,11.90%,€ 0.00,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_darkpost_photoderm_x-defense_awareness,ThruPlay,€ 38,822,54.60%,€ 0.05,"1,506",0,0.00%,"1,448","2,915",822,914,60.70%, € -   ,€ 25.22,28.20%,€ 0.01,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 19,"12,665",88.40%,€ 0.00,"14,323",10,0.10%,"12,665","18,767",37,265,1.90%,€ 1.93,€ 1.35,0.20%,€ 0.00,€ 0.07
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 6,"4,235",98.10%,€ 0.00,"4,317",0,0.00%,"4,235","5,213",19,162,3.80%, € -   ,€ 1.37,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_x-defense_awareness,ThruPlay,€ 241,"7,858",16.50%,€ 0.03,"47,559",1,0.00%,"45,741","66,434","7,858","24,857",52.30%,€ 241.43,€ 5.08,11.80%,€ 0.00,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_darkpost_photoderm_x-defense_awareness,ThruPlay,€ 34,793,57.00%,€ 0.04,"1,392",0,0.00%,"1,339","2,724",793,879,63.10%, € -   ,€ 24.15,29.10%,€ 0.01,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 18,"11,707",90.80%,€ 0.00,"12,895",5,0.00%,"11,707","16,278",43,227,1.80%,€ 3.56,€ 1.38,0.30%,€ 0.00,€ 0.08
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 6,"4,090",98.60%,€ 0.00,"4,146",0,0.00%,"4,090","4,914",16,143,3.40%, € -   ,€ 1.41,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 18,"12,217",94.00%,€ 0.00,"12,992",6,0.00%,"12,217","15,716",37,213,1.60%,€ 2.96,€ 1.37,0.20%,€ 0.00,€ 0.08
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 5,"3,776",96.30%,€ 0.00,"3,920",0,0.00%,"3,776","4,640",19,142,3.60%, € -   ,€ 1.39,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_x-defense_awareness,ThruPlay,€ 172,"5,233",15.00%,€ 0.03,"34,842",0,0.00%,"30,305","50,264","5,233","15,921",45.70%, € -   ,€ 4.94,10.40%,€ 0.00,€ 0.01
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_darkpost_photoderm_x-defense_awareness,ThruPlay,€ 23,543,42.40%,€ 0.04,"1,280",0,0.00%,"1,254","2,530",543,648,50.60%, € -   ,€ 18.34,21.50%,€ 0.01,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 18,"11,669",85.60%,€ 0.00,"13,637",9,0.10%,"11,669","16,767",44,240,1.80%,€ 1.95,€ 1.29,0.30%,€ 0.00,€ 0.07
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 5,"3,881",97.60%,€ 0.00,"3,976",0,0.00%,"3,881","4,722",13,124,3.10%, € -   ,€ 1.33,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 18,"12,709",92.80%,€ 0.00,"13,697",12,0.10%,"12,709","16,400",52,274,2.00%,€ 1.49,€ 1.31,0.30%,€ 0.00,€ 0.07
 Paid Social , meta , BIODERMA ,Jul-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 5,"3,821",98.50%,€ 0.00,"3,880",0,0.00%,"3,821","4,547",17,132,3.40%, € -   ,€ 1.37,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 31,"19,663",88.00%,€ 0.00,"22,342",11,0.00%,"19,663","28,410",86,648,2.90%,€ 2.84,€ 1.40,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 6,"4,127",97.10%,€ 0.00,"4,252",0,0.00%,"4,127","5,390",17,121,2.80%, € -   ,€ 1.38,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 7,"4,419",99.50%,€ 0.00,"4,442",4,0.10%,"4,419","5,735",13,125,2.80%,€ 1.64,€ 1.47,0.20%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 35,"20,353",81.60%,€ 0.00,"24,950",11,0.00%,"20,353","32,503",87,688,2.80%,€ 3.20,€ 1.41,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 6,"3,982",99.60%,€ 0.00,"3,996",2,0.10%,"3,982","5,259",13,107,2.70%,€ 3.13,€ 1.57,0.20%,€ 0.00,€ 0.06
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 34,"18,895",83.80%,€ 0.00,"22,556",7,0.00%,"18,895","28,845",95,680,3.00%,€ 4.86,€ 1.51,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 21,"13,386",96.50%,€ 0.00,"13,868",2,0.00%,"13,386","16,799",49,499,3.60%,€ 10.74,€ 1.55,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 5,"3,466",100.00%,€ 0.00,"3,466",0,0.00%,"3,466","4,127",15,114,3.30%, € -   ,€ 1.54,0.40%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 14,"9,404",97.60%,€ 0.00,"9,633",0,0.00%,"9,404","12,137",44,424,4.40%, € -   ,€ 1.47,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 6,"3,788",100.00%,€ 0.00,"3,788",1,0.00%,"3,788","4,682",8,131,3.50%,€ 5.58,€ 1.47,0.20%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 12,"8,763",100.00%,€ 0.00,"8,763",0,0.00%,"8,763","8,981",86,629,7.20%, € -   ,€ 1.40,1.00%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 25,"15,009",88.70%,€ 0.00,"16,920",0,0.00%,"15,009","20,657",88,782,4.60%, € -   ,€ 1.46,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 5,"3,406",100.00%,€ 0.00,"3,406",1,0.00%,"3,406","4,509",15,101,3.00%,€ 4.96,€ 1.46,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 13,"10,090",99.20%,€ 0.00,"10,174",0,0.00%,"10,090","10,431",87,662,6.50%, € -   ,€ 1.27,0.80%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 27,"16,969",88.10%,€ 0.00,"19,263",0,0.00%,"16,969","25,194",112,878,4.60%, € -   ,€ 1.38,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 5,"3,870",100.00%,€ 0.00,"3,870",5,0.10%,"3,870","5,117",16,126,3.30%,€ 1.05,€ 1.36,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 3,"2,014",99.40%,€ 0.00,"2,026",1,0.00%,"2,014","2,629",11,67,3.30%,€ 2.65,€ 1.31,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 27,"18,174",90.60%,€ 0.00,"20,070",0,0.00%,"18,174","25,737",109,926,4.60%, € -   ,€ 1.37,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 13,"10,402",100.00%,€ 0.00,"10,402",0,0.00%,"10,402","10,628",94,634,6.10%, € -   ,€ 1.23,0.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 25,"17,085",87.20%,€ 0.00,"19,601",0,0.00%,"17,085","20,023",153,"1,086",5.50%, € -   ,€ 1.27,0.80%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 40,"23,410",81.90%,€ 0.00,"28,589",0,0.00%,"23,410","38,399",151,"1,160",4.10%, € -   ,€ 1.39,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 25,"15,085",85.10%,€ 0.00,"17,716",2,0.00%,"15,085","18,095",138,"1,026",5.80%,€ 12.26,€ 1.38,0.80%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 39,"22,124",87.40%,€ 0.00,"25,300",0,0.00%,"22,124","33,075",136,"1,077",4.30%, € -   ,€ 1.53,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 21,"13,651",93.60%,€ 0.00,"14,583",0,0.00%,"13,651","14,902",145,951,6.50%, € -   ,€ 1.43,1.00%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 20,"9,385",92.60%,€ 0.00,"10,132",2,0.00%,"9,385","10,398",76,659,6.50%,€ 9.86,€ 1.95,0.70%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 33,"19,971",90.20%,€ 0.00,"22,140",0,0.00%,"19,971","28,481",111,969,4.40%, € -   ,€ 1.49,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"10,514",99.90%,€ 0.00,"10,527",1,0.00%,"10,514","10,735",36,550,5.20%,€ 18.87,€ 1.79,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 15,"9,319",92.30%,€ 0.00,"10,092",0,0.00%,"9,319","11,942",33,265,2.60%, € -   ,€ 1.44,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 11,"7,125",91.30%,€ 0.00,"7,802",0,0.00%,"7,125","8,922",30,250,3.20%, € -   ,€ 1.43,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 14,"8,925",88.90%,€ 0.00,"10,044",0,0.00%,"8,925","11,370",30,304,3.00%, € -   ,€ 1.41,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 17,"11,419",92.90%,€ 0.00,"12,286",0,0.00%,"11,419","14,338",40,303,2.50%, € -   ,€ 1.42,0.30%,€ 0.00,€ 0.06
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"13,980",95.00%,€ 0.00,"14,716",0,0.00%,"13,980","15,038",33,572,3.90%, € -   ,€ 1.29,0.20%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 36,"21,769",88.70%,€ 0.00,"24,547",0,0.00%,"21,769","29,712",137,"1,164",4.70%, € -   ,€ 1.47,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 18,"11,368",84.10%,€ 0.00,"13,519",2,0.00%,"11,368","13,800",66,641,4.70%,€ 9.22,€ 1.36,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 23,"15,645",89.10%,€ 0.00,"17,556",0,0.00%,"15,645","17,959",130,950,5.40%, € -   ,€ 1.34,0.70%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 22,"14,419",89.90%,€ 0.00,"16,037",0,0.00%,"14,419","16,402",142,920,5.70%, € -   ,€ 1.34,0.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 18,"11,229",83.00%,€ 0.00,"13,533",1,0.00%,"11,229","13,798",56,614,4.50%,€ 18.00,€ 1.33,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 35,"22,356",89.60%,€ 0.00,"24,962",0,0.00%,"22,356","30,038",138,"1,180",4.70%, € -   ,€ 1.42,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 18,"12,727",92.80%,€ 0.00,"13,713",0,0.00%,"12,727","14,002",43,530,3.90%, € -   ,€ 1.28,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 17,"11,171",91.30%,€ 0.00,"12,237",1,0.00%,"11,171","14,807",55,340,2.80%,€ 16.89,€ 1.38,0.40%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 15,"9,895",92.60%,€ 0.00,"10,685",0,0.00%,"9,895","12,247",58,384,3.60%, € -   ,€ 1.39,0.50%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"15,245",93.80%,€ 0.00,"16,260",1,0.00%,"15,245","16,583",44,694,4.30%,€ 18.60,€ 1.14,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 15,"10,607",89.80%,€ 0.00,"11,808",0,0.00%,"10,607","13,578",44,369,3.10%, € -   ,€ 1.29,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 17,"12,719",97.40%,€ 0.00,"13,060",0,0.00%,"12,719","16,132",43,328,2.50%, € -   ,€ 1.27,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 36,"24,359",90.40%,€ 0.00,"26,948",0,0.00%,"24,359","34,416",149,"1,167",4.30%, € -   ,€ 1.32,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 22,"17,019",93.40%,€ 0.00,"18,213",0,0.00%,"17,019","18,680",175,"1,155",6.30%, € -   ,€ 1.23,0.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 19,"12,510",80.70%,€ 0.00,"15,509",3,0.00%,"12,510","15,812",65,688,4.40%,€ 6.41,€ 1.24,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 23,"17,297",89.80%,€ 0.00,"19,259",0,0.00%,"17,297","19,711",161,"1,157",6.00%, € -   ,€ 1.20,0.80%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 20,"13,815",84.10%,€ 0.00,"16,436",0,0.00%,"13,815","16,753",71,798,4.90%, € -   ,€ 1.20,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 36,"24,667",86.00%,€ 0.00,"28,672",0,0.00%,"24,667","36,430",161,"1,234",4.30%, € -   ,€ 1.27,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"15,400",95.30%,€ 0.00,"16,158",0,0.00%,"15,400","16,498",45,669,4.10%, € -   ,€ 1.17,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 18,"13,629",95.30%,€ 0.00,"14,306",0,0.00%,"13,629","18,045",54,377,2.60%, € -   ,€ 1.24,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 16,"11,439",90.00%,€ 0.00,"12,716",0,0.00%,"11,439","14,258",64,385,3.00%, € -   ,€ 1.24,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 19,"13,460",89.30%,€ 0.00,"15,076",0,0.00%,"13,460","17,186",58,497,3.30%, € -   ,€ 1.27,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 21,"17,250",91.90%,€ 0.00,"18,777",0,0.00%,"17,250","19,168",57,726,3.90%, € -   ,€ 1.14,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 21,"14,983",89.10%,€ 0.00,"16,814",0,0.00%,"14,983","21,025",46,427,2.50%, € -   ,€ 1.25,0.20%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 43,"29,710",89.10%,€ 0.00,"33,344",0,0.00%,"29,710","43,011",158,"1,351",4.10%, € -   ,€ 1.30,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 26,"18,499",86.90%,€ 0.00,"21,292",0,0.00%,"18,499","21,762",192,"1,290",6.10%, € -   ,€ 1.21,0.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 22,"15,371",83.50%,€ 0.00,"18,412",1,0.00%,"15,371","18,749",85,891,4.80%,€ 22.36,€ 1.21,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 26,"16,916",90.50%,€ 0.00,"18,694",0,0.00%,"16,916","19,169",200,"1,196",6.40%, € -   ,€ 1.37,1.00%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 22,"13,468",82.60%,€ 0.00,"16,297",1,0.00%,"13,468","16,663",82,766,4.70%,€ 22.01,€ 1.35,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 42,"25,970",89.30%,€ 0.00,"29,089",0,0.00%,"25,970","36,582",182,"1,307",4.50%, € -   ,€ 1.43,0.50%,€ 0.00,€ 0.03
