Channel Group,Source,Domain,Date,Funnel,Campaign,Result type,Cost,Results,Result Rate,Cost per Result,Impressions,Clicks,CTR,Reach,Views,ThruPlays,Engagements,Engagement Rate,CPC,CPM,View Rate,CPV,CPE
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 22,"15,597",92.20%,€ 0.00,"16,915",0,0.00%,"15,597","17,297",44,625,3.70%, € -   ,€ 1.29,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 21,"13,916",91.70%,€ 0.00,"15,173",0,0.00%,"13,916","19,084",42,388,2.60%, € -   ,€ 1.39,0.20%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 19,"11,980",86.30%,€ 0.00,"13,878",0,0.00%,"11,980","16,217",52,416,3.00%, € -   ,€ 1.39,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"13,757",93.10%,€ 0.00,"14,778",2,0.00%,"13,757","15,133",50,628,4.20%,€ 9.51,€ 1.29,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 17,"11,138",90.20%,€ 0.00,"12,347",0,0.00%,"11,138","13,671",46,402,3.30%, € -   ,€ 1.36,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 17,"12,093",94.20%,€ 0.00,"12,832",0,0.00%,"12,093","15,984",44,363,2.80%, € -   ,€ 1.36,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 37,"23,419",87.30%,€ 0.00,"26,813",0,0.00%,"23,419","35,496",146,"1,177",4.40%, € -   ,€ 1.39,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 23,"14,881",89.10%,€ 0.00,"16,693",0,0.00%,"14,881","17,128",155,"1,086",6.50%, € -   ,€ 1.35,0.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 20,"12,222",81.60%,€ 0.00,"14,984",2,0.00%,"12,222","15,333",73,724,4.80%,€ 9.87,€ 1.32,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 20,"14,431",92.70%,€ 0.00,"15,569",1,0.00%,"14,431","15,906",49,626,4.00%,€ 19.55,€ 1.26,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 18,"11,676",87.80%,€ 0.00,"13,292",0,0.00%,"11,676","15,124",64,465,3.50%, € -   ,€ 1.34,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"13,105",92.70%,€ 0.00,"14,143",0,0.00%,"13,105","17,391",43,408,2.90%, € -   ,€ 1.32,0.20%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 38,"23,921",87.50%,€ 0.00,"27,330",0,0.00%,"23,921","34,038",166,"1,309",4.80%, € -   ,€ 1.39,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 20,"12,674",80.30%,€ 0.00,"15,788",1,0.00%,"12,674","16,131",63,766,4.90%,€ 20.47,€ 1.30,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 23,"16,143",92.50%,€ 0.00,"17,455",1,0.00%,"16,143","17,876",169,"1,123",6.40%,€ 23.11,€ 1.32,0.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 22,"15,701",89.90%,€ 0.00,"17,461",0,0.00%,"15,701","17,862",177,"1,143",6.50%, € -   ,€ 1.28,1.00%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 19,"12,357",81.20%,€ 0.00,"15,225",0,0.00%,"12,357","15,520",77,801,5.30%, € -   ,€ 1.26,0.50%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 36,"23,700",87.90%,€ 0.00,"26,977",0,0.00%,"23,700","34,143",148,"1,185",4.40%, € -   ,€ 1.34,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 18,"14,433",93.70%,€ 0.00,"15,405",2,0.00%,"14,433","15,723",58,702,4.60%,€ 9.13,€ 1.19,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 17,"12,540",93.10%,€ 0.00,"13,471",0,0.00%,"12,540","16,560",44,418,3.10%, € -   ,€ 1.30,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 17,"12,027",91.20%,€ 0.00,"13,185",0,0.00%,"12,027","15,046",57,462,3.50%, € -   ,€ 1.31,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 18,"16,222",92.50%,€ 0.00,"17,530",1,0.00%,"16,222","17,760",42,785,4.50%,€ 18.26,€ 1.04,0.20%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 17,"14,124",96.00%,€ 0.00,"14,710",0,0.00%,"14,124","17,486",48,438,3.00%, € -   ,€ 1.17,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 17,"12,509",88.90%,€ 0.00,"14,069",0,0.00%,"12,509","15,656",77,512,3.60%, € -   ,€ 1.18,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 32,"23,172",89.40%,€ 0.00,"25,917",0,0.00%,"23,172","32,561",169,"1,256",4.80%, € -   ,€ 1.22,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 22,"17,868",92.60%,€ 0.00,"19,297",1,0.00%,"17,868","19,565",188,"1,397",7.20%,€ 22.05,€ 1.14,1.00%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 19,"13,344",77.80%,€ 0.00,"17,154",2,0.00%,"13,344","17,293",86,828,4.80%,€ 9.63,€ 1.12,0.50%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 24,"19,588",87.70%,€ 0.00,"22,332",1,0.00%,"19,588","22,666",200,"1,409",6.30%,€ 24.46,€ 1.10,0.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 22,"16,661",80.60%,€ 0.00,"20,675",1,0.00%,"16,661","20,870",96,"1,069",5.20%,€ 21.92,€ 1.06,0.50%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 24,"19,460",91.80%,€ 0.00,"21,187",0,0.00%,"19,460","25,895",138,971,4.60%, € -   ,€ 1.15,0.50%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 21,"19,395",92.00%,€ 0.00,"21,090",1,0.00%,"19,395","21,331",55,889,4.20%,€ 20.54,€ 0.97,0.30%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 20,"17,687",96.00%,€ 0.00,"18,422",0,0.00%,"17,687","21,940",57,525,2.80%, € -   ,€ 1.09,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 19,"15,414",88.50%,€ 0.00,"17,423",0,0.00%,"15,414","20,155",60,584,3.40%, € -   ,€ 1.09,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 22,"18,905",95.10%,€ 0.00,"19,889",1,0.00%,"18,905","20,151",71,842,4.20%,€ 22.46,€ 1.13,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 22,"15,273",88.20%,€ 0.00,"17,313",0,0.00%,"15,273","19,381",65,636,3.70%, € -   ,€ 1.26,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 22,"16,759",95.40%,€ 0.00,"17,575",0,0.00%,"16,759","20,014",41,552,3.10%, € -   ,€ 1.25,0.20%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 27,"19,061",92.70%,€ 0.00,"20,553",0,0.00%,"19,061","24,921",186,"1,115",5.40%, € -   ,€ 1.32,0.70%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 24,"15,909",79.20%,€ 0.00,"20,091",2,0.00%,"15,909","20,359",76,"1,014",5.00%,€ 12.15,€ 1.21,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 27,"18,764",86.30%,€ 0.00,"21,744",2,0.00%,"18,764","22,039",199,"1,475",6.80%,€ 13.61,€ 1.25,0.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 26,"17,150",89.00%,€ 0.00,"19,274",1,0.00%,"17,150","19,570",201,"1,370",7.10%,€ 26.19,€ 1.36,1.00%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 23,"14,171",79.00%,€ 0.00,"17,932",2,0.00%,"14,171","18,149",81,960,5.40%,€ 11.75,€ 1.31,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 27,"17,824",94.30%,€ 0.00,"18,900",0,0.00%,"17,824","21,754",140,"1,081",5.70%, € -   ,€ 1.41,0.60%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 22,"16,470",93.30%,€ 0.00,"17,657",1,0.00%,"16,470","17,850",55,788,4.50%,€ 21.88,€ 1.24,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 22,"15,090",93.00%,€ 0.00,"16,220",0,0.00%,"15,090","19,674",40,469,2.90%, € -   ,€ 1.33,0.20%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 21,"13,798",86.70%,€ 0.00,"15,913",0,0.00%,"13,798","18,187",80,587,3.70%, € -   ,€ 1.34,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 20,"14,046",90.00%,€ 0.00,"15,615",2,0.00%,"14,046","15,811",43,686,4.40%,€ 9.83,€ 1.26,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 19,"12,091",86.60%,€ 0.00,"13,957",0,0.00%,"12,091","15,499",56,489,3.50%, € -   ,€ 1.35,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"13,311",94.60%,€ 0.00,"14,071",0,0.00%,"13,311","16,074",45,453,3.20%, € -   ,€ 1.34,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 24,"15,466",92.90%,€ 0.00,"16,653",0,0.00%,"15,466","21,217",133,828,5.00%, € -   ,€ 1.43,0.60%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 21,"12,544",78.90%,€ 0.00,"15,893",2,0.00%,"12,544","16,083",62,791,5.00%,€ 10.55,€ 1.33,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 23,"15,141",89.20%,€ 0.00,"16,973",0,0.00%,"15,141","17,242",152,"1,153",6.80%, € -   ,€ 1.37,0.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 23,"14,695",87.40%,€ 0.00,"16,806",2,0.00%,"14,695","17,053",184,"1,172",7.00%,€ 11.36,€ 1.35,1.10%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 21,"12,707",79.00%,€ 0.00,"16,085",4,0.00%,"12,707","16,288",67,846,5.30%,€ 5.21,€ 1.30,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 23,"15,759",95.00%,€ 0.00,"16,596",0,0.00%,"15,759","20,360",135,840,5.10%, € -   ,€ 1.39,0.70%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"14,591",93.60%,€ 0.00,"15,596",1,0.00%,"14,591","15,838",35,681,4.40%,€ 19.31,€ 1.24,0.20%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"13,905",97.70%,€ 0.00,"14,237",0,0.00%,"13,905","16,599",56,420,3.00%, € -   ,€ 1.34,0.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 18,"11,980",87.50%,€ 0.00,"13,699",0,0.00%,"11,980","15,721",52,452,3.30%, € -   ,€ 1.34,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 20,"13,582",94.50%,€ 0.00,"14,368",0,0.00%,"13,582","18,068",100,704,4.90%, € -   ,€ 1.36,0.60%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 19,"13,414",92.60%,€ 0.00,"14,479",0,0.00%,"13,414","16,807",56,460,3.20%, € -   ,€ 1.32,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"14,036",96.50%,€ 0.00,"14,543",0,0.00%,"14,036","16,923",54,424,2.90%, € -   ,€ 1.30,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 20,"12,768",79.60%,€ 0.00,"16,043",2,0.00%,"12,768","16,181",72,878,5.50%,€ 10.16,€ 1.27,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"15,179",94.00%,€ 0.00,"16,154",1,0.00%,"15,179","16,343",58,756,4.70%,€ 19.33,€ 1.20,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 20,"13,518",87.90%,€ 0.00,"15,374",2,0.00%,"13,518","15,624",174,"1,191",7.70%,€ 10.01,€ 1.30,1.10%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 18,"13,726",92.50%,€ 0.00,"14,833",0,0.00%,"13,726","16,808",91,516,3.50%, € -   ,€ 1.23,0.50%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 9,"7,402",96.70%,€ 0.00,"7,655",0,0.00%,"7,402","7,752",47,404,5.30%, € -   ,€ 1.19,0.60%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 20,"13,821",80.00%,€ 0.00,"17,274",2,0.00%,"13,821","17,411",70,979,5.70%,€ 9.96,€ 1.15,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 9,"7,570",100.00%,€ 0.00,"7,570",0,0.00%,"7,570","8,783",38,318,4.20%, € -   ,€ 1.23,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"16,153",93.70%,€ 0.00,"17,230",0,0.00%,"16,153","17,419",51,768,4.50%, € -   ,€ 1.09,0.30%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 18,"13,830",95.60%,€ 0.00,"14,460",0,0.00%,"13,830","17,184",48,422,2.90%, € -   ,€ 1.24,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 9,"8,237",100.00%,€ 0.00,"8,237",0,0.00%,"8,237","10,431",40,306,3.70%, € -   ,€ 1.12,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 18,"14,503",90.50%,€ 0.00,"16,034",0,0.00%,"14,503","19,157",76,551,3.40%, € -   ,€ 1.11,0.40%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"16,217",93.60%,€ 0.00,"17,323",0,0.00%,"16,217","20,515",58,503,2.90%, € -   ,€ 1.09,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"18,131",91.80%,€ 0.00,"19,761",0,0.00%,"18,131","20,027",52,828,4.20%, € -   ,€ 0.97,0.30%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 21,"15,980",79.10%,€ 0.00,"20,202",3,0.00%,"15,980","20,475",84,"1,033",5.10%,€ 6.85,€ 1.02,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 10,"8,778",97.10%,€ 0.00,"9,044",0,0.00%,"8,778","9,176",56,420,4.60%, € -   ,€ 1.06,0.60%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 11,"10,679",99.00%,€ 0.00,"10,784",1,0.00%,"10,679","10,902",72,560,5.20%,€ 11.06,€ 1.03,0.70%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 24,"18,429",75.10%,€ 0.00,"24,537",2,0.00%,"18,429","24,795",126,"1,352",5.50%,€ 12.06,€ 0.98,0.50%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 11,"10,180",100.00%,€ 0.00,"10,180",0,0.00%,"10,180","13,189",41,338,3.30%, € -   ,€ 1.07,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 22,"21,236",91.50%,€ 0.00,"23,211",0,0.00%,"21,236","23,450",85,"1,052",4.50%, € -   ,€ 0.96,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 22,"18,805",93.20%,€ 0.00,"20,173",0,0.00%,"18,805","25,654",66,515,2.60%, € -   ,€ 1.07,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Jun-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 21,"16,759",83.90%,€ 0.00,"19,970",0,0.00%,"16,759","24,007",77,624,3.10%, € -   ,€ 1.06,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 23,"18,033",87.00%,€ 0.00,"20,722",2,0.00%,"18,033","20,905",73,906,4.40%,€ 11.46,€ 1.11,0.30%,€ 0.00,€ 0.03
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_insta_acq_boosted-post_photoderm_na_awareness,Reach,€ 21,"14,769",86.00%,€ 0.00,"17,164",0,0.00%,"14,769","19,909",66,552,3.20%, € -   ,€ 1.23,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_insta_acq_boosted-post_multi-product_na_awareness,Reach,€ 22,"16,798",94.20%,€ 0.00,"17,836",0,0.00%,"16,798","21,867",49,447,2.50%, € -   ,€ 1.25,0.20%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 10,"8,381",100.00%,€ 0.00,"8,381",0,0.00%,"8,381","10,352",38,279,3.30%, € -   ,€ 1.25,0.40%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 24,"15,499",72.90%,€ 0.00,"21,251",1,0.00%,"15,499","21,502",96,"1,102",5.20%,€ 24.49,€ 1.15,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 11,"8,976",95.00%,€ 0.00,"9,453",1,0.00%,"8,976","9,561",55,473,5.00%,€ 11.31,€ 1.20,0.60%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_awareness,ThruPlay,€ 90,"1,668",8.20%,€ 0.05,"20,406",0,0.00%,"17,465","24,069","1,668","3,876",19.00%, € -   ,€ 4.43,6.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_awareness,ThruPlay,€ 94,"1,739",8.00%,€ 0.05,"21,613",0,0.00%,"19,238","25,379","1,739","3,965",18.30%, € -   ,€ 4.37,6.90%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_fb_acq_boosted-post_sensibio_na_awareness,Reach,€ 9,"7,149",94.00%,€ 0.00,"7,607",3,0.00%,"7,149","7,693",40,394,5.20%,€ 3.09,€ 1.22,0.50%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_fb_acq_boosted-post_photoderm_na_awareness,Reach,€ 20,"13,559",78.70%,€ 0.00,"17,223",0,0.00%,"13,559","17,344",74,849,4.90%, € -   ,€ 1.17,0.40%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_insta_acq_boosted-post_sensibio_na_awareness,Reach,€ 9,"7,146",100.00%,€ 0.00,"7,146",0,0.00%,"7,146","8,894",30,224,3.10%, € -   ,€ 1.24,0.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,May-25,Awareness,de_bio_meta_fb_acq_boosted-post_multi-product_na_awareness,Reach,€ 19,"15,734",94.50%,€ 0.00,"16,652",1,0.00%,"15,734","16,845",54,734,4.40%,€ 18.93,€ 1.14,0.30%,€ 0.00,€ 0.03
